"Standard Report - Exports"
"Current date: 04/18/2024 12:10 PM (Eastern Daylight Time)"
"Country","Commodity","Time","Quantity 1",
"World Total","3915300000 Waste,parings,scrap,of Plas,of Polymrs Vinl Chlori (kg)","2002","50,701,106"
"World Total","3915300000 Waste,parings,scrap,of Plas,of Polymrs Vinl Chlori (kg)","2003","48,864,948"
"World Total","3915300000 Waste,parings,scrap,of Plas,of Polymrs Vinl Chlori (kg)","2004","60,552,816"
"World Total","3915300000 Waste,parings,scrap,of Plas,of Polymrs Vinl Chlori (kg)","2005","58,243,773"
"World Total","3915300000 Waste,parings,scrap,of Plas,of Polymrs Vinl Chlori (kg)","2006","65,499,516"
"World Total","3915300000 Waste,parings,scrap,of Plas,of Polymrs Vinl Chlori (kg)","2007","73,314,825"
"World Total","3915300000 Waste,parings,scrap,of Plas,of Polymrs Vinl Chlori (kg)","2008","87,386,352"
"World Total","3915300000 Waste,parings,scrap,of Plas,of Polymrs Vinl Chlori (kg)","2009","164,352,998"
"World Total","3915300000 Waste,parings,scrap,of Plas,of Polymrs Vinl Chlori (kg)","2010","190,964,374"
"World Total","3915300000 Waste,parings,scrap,of Plas,of Polymrs Vinl Chlori (kg)","2011","254,876,483"
"World Total","3915300000 Waste,parings,scrap,of Plas,of Polymrs Vinl Chlori (kg)","2012","201,373,463"
"World Total","3915300000 Waste,parings,scrap,of Plas,of Polymrs Vinl Chlori (kg)","2013","228,250,704"
"World Total","3915300000 Waste,parings,scrap,of Plas,of Polymrs Vinl Chlori (kg)","2014","252,241,105"
"World Total","3915300000 Waste,parings,scrap,of Plas,of Polymrs Vinl Chlori (kg)","2015","208,801,368"
"World Total","3915300000 Waste,parings,scrap,of Plas,of Polymrs Vinl Chlori (kg)","2016","236,135,974"
"World Total","3915300000 Waste,parings,scrap,of Plas,of Polymrs Vinl Chlori (kg)","2017","160,469,166"
"World Total","3915300000 Waste,parings,scrap,of Plas,of Polymrs Vinl Chlori (kg)","2018","141,017,930"
"World Total","3915300000 Waste,parings,scrap,of Plas,of Polymrs Vinl Chlori (kg)","2019","50,141,354"
"World Total","3915300000 Waste,parings,scrap,of Plas,of Polymrs Vinl Chlori (kg)","2020","48,727,864"
"World Total","3915300000 Waste,parings,scrap,of Plas,of Polymrs Vinl Chlori (kg)","2021","23,796,144"
"World Total","3915300000 Waste,parings,scrap,of Plas,of Polymrs Vinl Chlori (kg)","2022","16,941,307"
"World Total","3915300000 Waste,parings,scrap,of Plas,of Polymrs Vinl Chlori (kg)","2023","18,733,447"
"World Total","3915900000 Waste,parings And Scrap,of Plastics,nesoi (kg)","1995","212,499,376"
"World Total","3915900000 Waste,parings And Scrap,of Plastics,nesoi (kg)","1996","140,366,660"
"World Total","3915900010 Of Polyethylene Terephthalate (pet) Plastics (kg)","1997","2,507,195"
"World Total","3915900010 Of Polyethylene Terephthalate (pet) Plastics (kg)","1998","3,384,684"
"World Total","3915900010 Of Polyethylene Terephthalate (pet) Plastics (kg)","1999","6,504,161"
"World Total","3915900010 Of Polyethylene Terephthalate (pet) Plastics (kg)","2000","17,333,627"
"World Total","3915900010 Of Polyethylene Terephthalate (pet) Plastics (kg)","2001","37,029,121"
"World Total","3915900010 Of Polyethylene Terephthalate (pet) Plastics (kg)","2002","42,731,224"
"World Total","3915900010 Of Polyethylene Terephthalate (pet) Plastics (kg)","2003","59,683,182"
"World Total","3915900010 Of Polyethylene Terephthalate (pet) Plastics (kg)","2004","83,854,119"
"World Total","3915900010 Of Polyethylene Terephthalate (pet) Plastics (kg)","2005","114,222,968"
"World Total","3915900010 Of Polyethylene Terephthalate (pet) Plastics (kg)","2006","173,414,931"
"World Total","3915900010 Of Polyethylene Terephthalate (pet) Plastics (kg)","2007","220,814,975"
"World Total","3915900010 Of Polyethylene Terephthalate (pet) Plastics (kg)","2008","271,392,066"
"World Total","3915900010 Of Polyethylene Terephthalate (pet) Plastics (kg)","2009","329,965,556"
"World Total","3915900010 Of Polyethylene Terephthalate (pet) Plastics (kg)","2010","337,615,075"
"World Total","3915900010 Of Polyethylene Terephthalate (pet) Plastics (kg)","2011","347,440,369"
"World Total","3915900010 Of Polyethylene Terephthalate (pet) Plastics (kg)","2012","311,535,718"
"World Total","3915900010 Of Polyethylene Terephthalate (pet) Plastics (kg)","2013","281,365,368"
"World Total","3915900010 Of Polyethylene Terephthalate (pet) Plastics (kg)","2014","368,785,101"
"World Total","3915900010 Of Polyethylene Terephthalate (pet) Plastics (kg)","2015","274,963,537"
"World Total","3915900010 Of Polyethylene Terephthalate (pet) Plastics (kg)","2016","252,448,106"
"World Total","3915900010 Of Polyethylene Terephthalate (pet) Plastics (kg)","2017","223,349,243"
"World Total","3915900010 Of Polyethylene Terephthalate (pet) Plastics (kg)","2018","117,067,163"
"World Total","3915900010 Of Polyethylene Terephthalate (pet) Plastics (kg)","2019","84,246,263"
"World Total","3915900010 Of Polyethylene Terephthalate (pet) Plastics (kg)","2020","88,261,274"
"World Total","3915900010 Of Polyethylene Terephthalate (pet) Plastics (kg)","2021","88,440,353"
"World Total","3915900010 Of Polyethylene Terephthalate (pet) Plastics (kg)","2022","75,861,947"
"World Total","3915900010 Of Polyethylene Terephthalate (pet) Plastics (kg)","2023","65,556,238"
"World Total","3915900090 Other Plastics Other Than Pet Plastics (kg)","1997","106,788,126"
"World Total","3915900090 Other Plastics Other Than Pet Plastics (kg)","1998","114,246,413"
"World Total","3915900090 Other Plastics Other Than Pet Plastics (kg)","1999","197,109,014"
"World Total","3915900090 Other Plastics Other Than Pet Plastics (kg)","2000","223,178,642"
"World Total","3915900090 Other Plastics Other Than Pet Plastics (kg)","2001","239,902,862"
"World Total","3915900090 Other Plastics Other Than Pet Plastics (kg)","2002","226,369,263"
"World Total","3915900090 Other Plastics Other Than Pet Plastics (kg)","2003","289,645,963"
"World Total","3915900090 Other Plastics Other Than Pet Plastics (kg)","2004","317,609,497"
"World Total","3915900090 Other Plastics Other Than Pet Plastics (kg)","2005","393,418,512"
"World Total","3915900090 Other Plastics Other Than Pet Plastics (kg)","2006","454,827,825"
"World Total","3915900090 Other Plastics Other Than Pet Plastics (kg)","2007","597,738,307"
"World Total","3915900090 Other Plastics Other Than Pet Plastics (kg)","2008","739,677,482"
"World Total","3915900090 Other Plastics Other Than Pet Plastics (kg)","2009","884,561,500"
"World Total","3915900090 Other Plastics Other Than Pet Plastics (kg)","2010","949,663,866"
"World Total","3915900090 Other Plastics Other Than Pet Plastics (kg)","2011","923,330,103"
"World Total","3915900090 Other Plastics Other Than Pet Plastics (kg)","2012","886,756,728"
"World Total","3915900090 Other Plastics Other Than Pet Plastics (kg)","2013","762,112,073"
"World Total","3915900090 Other Plastics Other Than Pet Plastics (kg)","2014","762,205,922"
"World Total","3915900090 Other Plastics Other Than Pet Plastics (kg)","2015","808,176,394"
"World Total","3915900090 Other Plastics Other Than Pet Plastics (kg)","2016","706,335,036"
"World Total","3915900090 Other Plastics Other Than Pet Plastics (kg)","2017","605,259,685"
"World Total","3915900090 Other Plastics Other Than Pet Plastics (kg)","2018","375,376,416"
"World Total","3915900090 Other Plastics Other Than Pet Plastics (kg)","2019","232,039,983"
"World Total","3915900090 Other Plastics Other Than Pet Plastics (kg)","2020","206,899,681"
"World Total","3915900090 Other Plastics Other Than Pet Plastics (kg)","2021","187,034,296"
"World Total","3915900090 Other Plastics Other Than Pet Plastics (kg)","2022","149,232,815"
"World Total","3915900090 Other Plastics Other Than Pet Plastics (kg)","2023","155,789,848"
"Afghanistan","3915100000 Waste,paring,scrap,of Plast,of Polymrs Of Ethylene (kg)","2018","20,000"
"Afghanistan","3915900090 Other Plastics Other Than Pet Plastics (kg)","2007","173"
"Afghanistan","3915900090 Other Plastics Other Than Pet Plastics (kg)","2019","4,718"
"Albania","3915100000 Waste,paring,scrap,of Plast,of Polymrs Of Ethylene (kg)","2022","88,506"
"Algeria","3915100000 Waste,paring,scrap,of Plast,of Polymrs Of Ethylene (kg)","1996","9,397"
"Algeria","3915100000 Waste,paring,scrap,of Plast,of Polymrs Of Ethylene (kg)","2022","535"
"Algeria","3915300000 Waste,parings,scrap,of Plas,of Polymrs Vinl Chlori (kg)","2015","8,000"
"Algeria","3915900010 Of Polyethylene Terephthalate (pet) Plastics (kg)","2018","16,000"
"Algeria","3915900090 Other Plastics Other Than Pet Plastics (kg)","2008","35,624"
"Angola","3915100000 Waste,paring,scrap,of Plast,of Polymrs Of Ethylene (kg)","2019","23,400"
"Angola","3915100000 Waste,paring,scrap,of Plast,of Polymrs Of Ethylene (kg)","2020","35,626"
"Angola","3915100000 Waste,paring,scrap,of Plast,of Polymrs Of Ethylene (kg)","2021","148,329"
"Angola","3915900010 Of Polyethylene Terephthalate (pet) Plastics (kg)","2008","882"
"Angola","3915900010 Of Polyethylene Terephthalate (pet) Plastics (kg)","2013","36,654"
"Angola","3915900010 Of Polyethylene Terephthalate (pet) Plastics (kg)","2021","60,246"
"Angola","3915900090 Other Plastics Other Than Pet Plastics (kg)","2000","8,967"
"Angola","3915900090 Other Plastics Other Than Pet Plastics (kg)","2006","5"
"Angola","3915900090 Other Plastics Other Than Pet Plastics (kg)","2008","3,124"
"Angola","3915900090 Other Plastics Other Than Pet Plastics (kg)","2009","880"
"Anguilla","3915200000 Waste,paring,scrap,of Plast,of Polymrs Of Styrene (kg)","2007","6,350"
"Anguilla","3915900010 Of Polyethylene Terephthalate (pet) Plastics (kg)","2007","19,051"
"Anguilla","3915900090 Other Plastics Other Than Pet Plastics (kg)","1997","91,018"
"Anguilla","3915900090 Other Plastics Other Than Pet Plastics (kg)","1998","16,678"
"Anguilla","3915900090 Other Plastics Other Than Pet Plastics (kg)","2006","1,306"
"Antigua and Barbuda","3915100000 Waste,paring,scrap,of Plast,of Polymrs Of Ethylene (kg)","1998","11,291"
"Antigua and Barbuda","3915200000 Waste,paring,scrap,of Plast,of Polymrs Of Styrene (kg)","2003","17,608"
"Antigua and Barbuda","3915900010 Of Polyethylene Terephthalate (pet) Plastics (kg)","2004","1,295"
"Antigua and Barbuda","3915900010 Of Polyethylene Terephthalate (pet) Plastics (kg)","2005","635"
"Antigua and Barbuda","3915900010 Of Polyethylene Terephthalate (pet) Plastics (kg)","2012","751"
"Antigua and Barbuda","3915900010 Of Polyethylene Terephthalate (pet) Plastics (kg)","2018","477"
"Antigua and Barbuda","3915900010 Of Polyethylene Terephthalate (pet) Plastics (kg)","2021","2,073"
"Antigua and Barbuda","3915900010 Of Polyethylene Terephthalate (pet) Plastics (kg)","2022","2,192"
"Antigua and Barbuda","3915900010 Of Polyethylene Terephthalate (pet) Plastics (kg)","2023","1,604"
"Antigua and Barbuda","3915900090 Other Plastics Other Than Pet Plastics (kg)","1997","7,322"
"Antigua and Barbuda","3915900090 Other Plastics Other Than Pet Plastics (kg)","2002","51,889"
"Antigua and Barbuda","3915900090 Other Plastics Other Than Pet Plastics (kg)","2003","29,847"
"Antigua and Barbuda","3915900090 Other Plastics Other Than Pet Plastics (kg)","2005","1,029"
"Antigua and Barbuda","3915900090 Other Plastics Other Than Pet Plastics (kg)","2007","869"
"Antigua and Barbuda","3915900090 Other Plastics Other Than Pet Plastics (kg)","2008","1,250"
"Antigua and Barbuda","3915900090 Other Plastics Other Than Pet Plastics (kg)","2009","308"
"Antigua and Barbuda","3915900090 Other Plastics Other Than Pet Plastics (kg)","2013","2,998"
"Argentina","3915100000 Waste,paring,scrap,of Plast,of Polymrs Of Ethylene (kg)","1996","4,821"
"Argentina","3915100000 Waste,paring,scrap,of Plast,of Polymrs Of Ethylene (kg)","1997","2,133"
"Argentina","3915100000 Waste,paring,scrap,of Plast,of Polymrs Of Ethylene (kg)","1998","662"
"Argentina","3915100000 Waste,paring,scrap,of Plast,of Polymrs Of Ethylene (kg)","1999","2,989"
"Argentina","3915100000 Waste,paring,scrap,of Plast,of Polymrs Of Ethylene (kg)","2000","155"
"Argentina","3915100000 Waste,paring,scrap,of Plast,of Polymrs Of Ethylene (kg)","2002","216"
"Argentina","3915100000 Waste,paring,scrap,of Plast,of Polymrs Of Ethylene (kg)","2006","79,052"
"Argentina","3915100000 Waste,paring,scrap,of Plast,of Polymrs Of Ethylene (kg)","2007","199"
"Argentina","3915100000 Waste,paring,scrap,of Plast,of Polymrs Of Ethylene (kg)","2010","479,810"
"Argentina","3915100000 Waste,paring,scrap,of Plast,of Polymrs Of Ethylene (kg)","2011","1,352,744"
"Argentina","3915100000 Waste,paring,scrap,of Plast,of Polymrs Of Ethylene (kg)","2013","247,500"
"Argentina","3915100000 Waste,paring,scrap,of Plast,of Polymrs Of Ethylene (kg)","2014","18,325"
"Argentina","3915100000 Waste,paring,scrap,of Plast,of Polymrs Of Ethylene (kg)","2016","4,820"
"Argentina","3915100000 Waste,paring,scrap,of Plast,of Polymrs Of Ethylene (kg)","2017","5,000"
"Argentina","3915100000 Waste,paring,scrap,of Plast,of Polymrs Of Ethylene (kg)","2018","20,000"
"Argentina","3915100000 Waste,paring,scrap,of Plast,of Polymrs Of Ethylene (kg)","2019","5,500"
"Argentina","3915100000 Waste,paring,scrap,of Plast,of Polymrs Of Ethylene (kg)","2021","7,500"
"Argentina","3915100000 Waste,paring,scrap,of Plast,of Polymrs Of Ethylene (kg)","2022","340"
"Argentina","3915300000 Waste,parings,scrap,of Plas,of Polymrs Vinl Chlori (kg)","1996","156"
"Argentina","3915300000 Waste,parings,scrap,of Plas,of Polymrs Vinl Chlori (kg)","1997","38,820"
"Argentina","3915300000 Waste,parings,scrap,of Plas,of Polymrs Vinl Chlori (kg)","2011","1,000"
"Argentina","3915300000 Waste,parings,scrap,of Plas,of Polymrs Vinl Chlori (kg)","2019","20,000"
"Argentina","3915900000 Waste,parings And Scrap,of Plastics,nesoi (kg)","1995","189,721"
"Argentina","3915900000 Waste,parings And Scrap,of Plastics,nesoi (kg)","1996","59,871"
"Argentina","3915900010 Of Polyethylene Terephthalate (pet) Plastics (kg)","2002","2,001"
"Argentina","3915900010 Of Polyethylene Terephthalate (pet) Plastics (kg)","2005","38,497"
"Argentina","3915900010 Of Polyethylene Terephthalate (pet) Plastics (kg)","2012","16,572"
"Argentina","3915900010 Of Polyethylene Terephthalate (pet) Plastics (kg)","2013","25,806"
"Argentina","3915900010 Of Polyethylene Terephthalate (pet) Plastics (kg)","2014","27,417"
"Argentina","3915900010 Of Polyethylene Terephthalate (pet) Plastics (kg)","2015","24,055"
"Argentina","3915900010 Of Polyethylene Terephthalate (pet) Plastics (kg)","2018","1"
"Argentina","3915900010 Of Polyethylene Terephthalate (pet) Plastics (kg)","2019","32,225"
"Argentina","3915900010 Of Polyethylene Terephthalate (pet) Plastics (kg)","2020","27,855"
"Argentina","3915900010 Of Polyethylene Terephthalate (pet) Plastics (kg)","2021","5"
"Argentina","3915900010 Of Polyethylene Terephthalate (pet) Plastics (kg)","2022","4"
"Argentina","3915900010 Of Polyethylene Terephthalate (pet) Plastics (kg)","2023","40,453"
"Argentina","3915900090 Other Plastics Other Than Pet Plastics (kg)","1997","32,359"
"Argentina","3915900090 Other Plastics Other Than Pet Plastics (kg)","1998","8,792"
"Argentina","3915900090 Other Plastics Other Than Pet Plastics (kg)","1999","48,162"
"Argentina","3915900090 Other Plastics Other Than Pet Plastics (kg)","2000","178,523"
"Argentina","3915900090 Other Plastics Other Than Pet Plastics (kg)","2001","14,891"
"Argentina","3915900090 Other Plastics Other Than Pet Plastics (kg)","2002","1,336"
"Argentina","3915900090 Other Plastics Other Than Pet Plastics (kg)","2003","23,014"
"Argentina","3915900090 Other Plastics Other Than Pet Plastics (kg)","2004","86,024"
"Argentina","3915900090 Other Plastics Other Than Pet Plastics (kg)","2005","381"
"Argentina","3915900090 Other Plastics Other Than Pet Plastics (kg)","2006","25,030"
"Argentina","3915900090 Other Plastics Other Than Pet Plastics (kg)","2008","50,668"
"Argentina","3915900090 Other Plastics Other Than Pet Plastics (kg)","2009","29,230"
"Argentina","3915900090 Other Plastics Other Than Pet Plastics (kg)","2010","928,237"
"Argentina","3915900090 Other Plastics Other Than Pet Plastics (kg)","2011","536"
"Argentina","3915900090 Other Plastics Other Than Pet Plastics (kg)","2012","10,320"
"Argentina","3915900090 Other Plastics Other Than Pet Plastics (kg)","2013","56"
"Argentina","3915900090 Other Plastics Other Than Pet Plastics (kg)","2014","2,076"
"Argentina","3915900090 Other Plastics Other Than Pet Plastics (kg)","2015","57"
"Argentina","3915900090 Other Plastics Other Than Pet Plastics (kg)","2016","30"
"Argentina","3915900090 Other Plastics Other Than Pet Plastics (kg)","2023","34,884"
"Aruba","3915100000 Waste,paring,scrap,of Plast,of Polymrs Of Ethylene (kg)","1995","15,993"
"Aruba","3915300000 Waste,parings,scrap,of Plas,of Polymrs Vinl Chlori (kg)","2016","341"
"Aruba","3915900010 Of Polyethylene Terephthalate (pet) Plastics (kg)","2009","8,350"
"Aruba","3915900010 Of Polyethylene Terephthalate (pet) Plastics (kg)","2020","259"
"Aruba","3915900090 Other Plastics Other Than Pet Plastics (kg)","2002","1,510"
"Aruba","3915900090 Other Plastics Other Than Pet Plastics (kg)","2003","62,930"
"Aruba","3915900090 Other Plastics Other Than Pet Plastics (kg)","2004","73,585"
"Aruba","3915900090 Other Plastics Other Than Pet Plastics (kg)","2005","478"
"Aruba","3915900090 Other Plastics Other Than Pet Plastics (kg)","2006","19,706"
"Aruba","3915900090 Other Plastics Other Than Pet Plastics (kg)","2008","5,082"
"Aruba","3915900090 Other Plastics Other Than Pet Plastics (kg)","2011","1,262"
"Aruba","3915900090 Other Plastics Other Than Pet Plastics (kg)","2012","238"
"Aruba","3915900090 Other Plastics Other Than Pet Plastics (kg)","2013","2,544"
"Aruba","3915900090 Other Plastics Other Than Pet Plastics (kg)","2015","1,920"
"Aruba","3915900090 Other Plastics Other Than Pet Plastics (kg)","2016","792"
"Aruba","3915900090 Other Plastics Other Than Pet Plastics (kg)","2023","680"
"Australia","3915100000 Waste,paring,scrap,of Plast,of Polymrs Of Ethylene (kg)","1995","185,854"
"Australia","3915100000 Waste,paring,scrap,of Plast,of Polymrs Of Ethylene (kg)","1996","15,957"
"Australia","3915100000 Waste,paring,scrap,of Plast,of Polymrs Of Ethylene (kg)","1998","8,499"
"Australia","3915100000 Waste,paring,scrap,of Plast,of Polymrs Of Ethylene (kg)","2003","17,832"
"Australia","3915100000 Waste,paring,scrap,of Plast,of Polymrs Of Ethylene (kg)","2004","29,455"
"Australia","3915100000 Waste,paring,scrap,of Plast,of Polymrs Of Ethylene (kg)","2008","26,051"
"Australia","3915100000 Waste,paring,scrap,of Plast,of Polymrs Of Ethylene (kg)","2010","9,095"
"Australia","3915100000 Waste,paring,scrap,of Plast,of Polymrs Of Ethylene (kg)","2011","262"
"Australia","3915100000 Waste,paring,scrap,of Plast,of Polymrs Of Ethylene (kg)","2012","8,938"
"Australia","3915100000 Waste,paring,scrap,of Plast,of Polymrs Of Ethylene (kg)","2013","726"
"Australia","3915100000 Waste,paring,scrap,of Plast,of Polymrs Of Ethylene (kg)","2015","28"
"Australia","3915100000 Waste,paring,scrap,of Plast,of Polymrs Of Ethylene (kg)","2016","4,703"
"Australia","3915100000 Waste,paring,scrap,of Plast,of Polymrs Of Ethylene (kg)","2020","17,271"
"Australia","3915100000 Waste,paring,scrap,of Plast,of Polymrs Of Ethylene (kg)","2022","1,121"
"Australia","3915200000 Waste,paring,scrap,of Plast,of Polymrs Of Styrene (kg)","1995","519"
"Australia","3915200000 Waste,paring,scrap,of Plast,of Polymrs Of Styrene (kg)","1998","11,840"
"Australia","3915200000 Waste,paring,scrap,of Plast,of Polymrs Of Styrene (kg)","2000","7,946"
"Australia","3915200000 Waste,paring,scrap,of Plast,of Polymrs Of Styrene (kg)","2007","39,951"
"Australia","3915200000 Waste,paring,scrap,of Plast,of Polymrs Of Styrene (kg)","2008","58,964"
"Australia","3915200000 Waste,paring,scrap,of Plast,of Polymrs Of Styrene (kg)","2009","66,154"
"Australia","3915200000 Waste,paring,scrap,of Plast,of Polymrs Of Styrene (kg)","2010","26,210"
"Australia","3915200000 Waste,paring,scrap,of Plast,of Polymrs Of Styrene (kg)","2011","119"
"Australia","3915200000 Waste,paring,scrap,of Plast,of Polymrs Of Styrene (kg)","2020","64"
"Australia","3915200000 Waste,paring,scrap,of Plast,of Polymrs Of Styrene (kg)","2021","1,066"
"Australia","3915200000 Waste,paring,scrap,of Plast,of Polymrs Of Styrene (kg)","2023","1,400"
"Australia","3915300000 Waste,parings,scrap,of Plas,of Polymrs Vinl Chlori (kg)","1999","481"
"Australia","3915300000 Waste,parings,scrap,of Plas,of Polymrs Vinl Chlori (kg)","2000","1,901"
"Australia","3915300000 Waste,parings,scrap,of Plas,of Polymrs Vinl Chlori (kg)","2002","40,593"
